ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,comissoes/titular,comissoes/suplente
178906,3055,Titular,20,5830637,ROBERTO SALAME FILHO,BETO SALAME,http://www.camara.gov.br/internet/deputado/bandep/178906.jpg,masculino,PA,PP,473,3,3215-5473,dep.betosalame@camara.gov.br,,
141458,1270,Titular,187,5830780,JOÃO CARLOS PAOLILO BACELAR FILHO,JOÃO CARLOS BACELAR,http://www.camara.gov.br/internet/deputado/bandep/141458.jpg,masculino,BA,PR,928,4,3215-5928,dep.joaocarlosbacelar@camara.gov.br,,
159238,2763,Titular,254,5830743,MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,MARCUS PESTANA,http://www.camara.gov.br/internet/deputado/bandep/159238.jpg,masculino,MG,PSDB,715,4,3215-5715,dep.marcuspestana@camara.gov.br,,
160611,2766,Titular,264,5830792,ANTÔNIO PINHEIRO JÚNIOR,TONINHO PINHEIRO,http://www.camara.gov.br/internet/deputado/bandep/160611.jpg,masculino,MG,PP,584,3,3215-5584,dep.toninhopinheiro@camara.gov.br,,
178928,3073,Titular,442,5830531,CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,http://www.camara.gov.br/internet/deputado/bandep/178928.jpg,feminino,PR,PR,201,4,3215-5201,dep.christianedesouzayared@camara.gov.br,,
178891,3063,Titular,225,5830543,CAIO NARCIO RODRIGUES DA SILVEIRA,CAIO NARCIO,http://www.camara.gov.br/internet/deputado/bandep/178891.jpg,masculino,MG,PSDB,431,4,3215-5431,dep.caionarcio@camara.gov.br,,
178845,3753,Titular,173,5830580,RONALDO AUGUSTO LESSA SANTOS,RONALDO LESSA,http://www.camara.gov.br/internet/deputado/bandep/178845.jpg,masculino,AL,PDT,722,4,3215-5722,dep.ronaldolessa@camara.gov.br,,
74161,1411,Titular,272,5830494,REGINALDO LÁZARO DE OLIVEIRA LOPES,REGINALDO LOPES,http://www.camara.gov.br/internet/deputado/bandep/74161.jpg,masculino,MG,PT,426,4,3215-5426,dep.reginaldolopes@camara.gov.br,,
178954,3706,Titular,46,5830729,LUCIO ANTONIO MOSQUINI,LUCIO MOSQUINI,http://www.camara.gov.br/internet/deputado/bandep/178954.jpg,masculino,RO,PMDB,333,4,3215-5333,dep.luciomosquini@camara.gov.br,,
178907,3214,Titular,28,5830337,FRANCISCO ALVES DE AGUIAR,FRANCISCO CHAPADINHA,http://www.camara.gov.br/internet/deputado/bandep/178907.jpg,masculino,PA,PODE,385,3,3215-5385,dep.franciscochapadinha@camara.gov.br,,
122466,3754,Titular,91,5830437,RONALDO MANCHADO MARTINS,RONALDO MARTINS,http://www.camara.gov.br/internet/deputado/bandep/122466.jpg,masculino,CE,PRB,568,3,3215-5568,dep.ronaldomartins@camara.gov.br,,
141417,2370,Titular,2,5830686,ÉDIO VIEIRA LOPES,EDIO LOPES,http://www.camara.gov.br/internet/deputado/bandep/141417.jpg,masculino,RR,PR,408,4,3215-5408,dep.ediolopes@camara.gov.br,,
178988,3690,Titular,364,5830586,JOAO PAULO TAVARES PAPA,JOÃO PAULO PAPA,http://www.camara.gov.br/internet/deputado/bandep/178988.jpg,masculino,SP,PSDB,476,3,3215-5476,dep.joaopaulopapa@camara.gov.br,,
141500,2483,Titular,257,5830537,MARCOS MONTES CORDEIRO,MARCOS MONTES,http://www.camara.gov.br/internet/deputado/bandep/141500.jpg,masculino,MG,PSD,334,4,3215-5334,dep.marcosmontes@camara.gov.br,,
150418,2601,Titular,212,5830454,MÁRCIO CARLOS MARINHO,MÁRCIO MARINHO,http://www.camara.gov.br/internet/deputado/bandep/150418.jpg,masculino,BA,PRB,326,4,3215-5326,dep.marciomarinho@camara.gov.br,,
74299,3270,Titular,96,5830786,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,LEÔNIDAS CRISTINO,http://www.camara.gov.br/internet/deputado/bandep/74299.jpg,masculino,CE,PDT,948,4,3215-5948,dep.leonidascristino@camara.gov.br,,
118594,3716,Titular,369,5830594,MARCELO SQUASSONI,MARCELO SQUASSONI,http://www.camara.gov.br/internet/deputado/bandep/118594.jpg,masculino,SP,PRB,550,4,3215-5550,dep.marcelosquassoni@camara.gov.br,,
160621,2847,Titular,465,5830763,SANDRO ALEX CRUZ DE OLIVEIRA,SANDRO ALEX,http://www.camara.gov.br/internet/deputado/bandep/160621.jpg,masculino,PR,PSD,221,4,3215-5221,dep.sandroalex@camara.gov.br,,
74319,1168,Titular,118,5830740,JOSÉ FRANCISCO PAES LANDIM,PAES LANDIM,http://www.camara.gov.br/internet/deputado/bandep/74319.jpg,masculino,PI,PTB,648,4,3215-5648,dep.paeslandim@camara.gov.br,,
141384,2462,Titular,183,5830408,ANTÔNIO CARLOS VALADARES FILHO,VALADARES FILHO,http://www.camara.gov.br/internet/deputado/bandep/141384.jpg,masculino,SE,PSB,660,4,3215-5660,dep.valadaresfilho@camara.gov.br,,
160604,2855,Titular,481,5830617,PEDRO FRANCISCO UCZAI,PEDRO UCZAI,http://www.camara.gov.br/internet/deputado/bandep/160604.jpg,masculino,SC,PT,229,4,3215-5229,dep.pedrouczai@camara.gov.br,,
178851,3696,Titular,11,5830308,JOZIANE ARAUJO NASCIMENTO,JOZI ARAÚJO,http://www.camara.gov.br/internet/deputado/bandep/178851.jpg,feminino,AP,PODE,309,4,3215-5309,dep.joziaraujo@camara.gov.br,,
178959,3396,Titular,4,5830646,HIRAN MANUEL GONCALVES DA SILVA,HIRAN GONÇALVES,http://www.camara.gov.br/internet/deputado/bandep/178959.jpg,masculino,RR,PP,274,3,3215-5274,dep.hirangoncalves@camara.gov.br,,
112437,3688,Titular,76,5830331,JOÃO MARCELO SANTOS SOUZA,JOÃO MARCELO SOUZA,http://www.camara.gov.br/internet/deputado/bandep/112437.jpg,masculino,MA,PMDB,639,4,3215-5639,dep.joaomarcelosouza@camara.gov.br,,
74400,1986,Titular,513,5830669,PAULO ROBERTO SEVERO PIMENTA,PAULO PIMENTA,http://www.camara.gov.br/internet/deputado/bandep/74400.jpg,masculino,RS,PT,552,4,3215-5552,dep.paulopimenta@camara.gov.br,,
73714,1646,Titular,77,5830354,José Reinaldo Carneiro Tavares,JOSÉ REINALDO,http://www.camara.gov.br/internet/deputado/bandep/73714.jpg,masculino,MA,PSB,529,4,3215-5529,dep.josereinaldo@camara.gov.br,,
178963,3077,Titular,493,5830523,LUIS ANTONIO FRANCISCATTO COVATTI,COVATTI FILHO,http://www.camara.gov.br/internet/deputado/bandep/178963.jpg,masculino,RS,PP,228,4,3215-5228,dep.covattifilho@camara.gov.br,,
141430,2502,Titular,301,5830600,FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,http://www.camara.gov.br/internet/deputado/bandep/141430.jpg,masculino,RJ,PROS,216,4,3215-5216,dep.felipebornier@camara.gov.br,,
74388,1973,Titular,474,5830500,JORGE CATARINO LEONARDELI BOEIRA,JORGE BOEIRA,http://www.camara.gov.br/internet/deputado/bandep/74388.jpg,masculino,SC,PP,342,4,3215-5342,dep.jorgeboeira@camara.gov.br,,
178830,3026,Titular,351,5830623,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,masculino,SP,PODE,520,4,3215-5520,dep.dr.sinvalmalheiros@camara.gov.br,,
160607,2865,Titular,506,5830377,JOSE LUIZ STÉDILE,JOSE STÉDILE,http://www.camara.gov.br/internet/deputado/bandep/160607.jpg,masculino,RS,PSB,354,4,3215-5354,dep.josestedile@camara.gov.br,,
167722,2947,Titular,49,5830471,MARCOS ROGÉRIO DA SILVA BRITO,MARCOS ROGÉRIO,http://www.camara.gov.br/internet/deputado/bandep/167722.jpg,masculino,RO,DEM,930,4,3215-5930,dep.marcosrogerio@camara.gov.br,,
141515,2510,Titular,316,5830554,OTAVIO SANTOS SILVA LEITE,OTAVIO LEITE,http://www.camara.gov.br/internet/deputado/bandep/141515.jpg,masculino,RJ,PSDB,225,4,3215-5225,dep.otavioleite@camara.gov.br,,
141421,2456,Titular,156,5830517,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,EDUARDO DA FONTE,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,masculino,PE,PP,628,4,3215-5628,dep.eduardodafonte@camara.gov.br,,
178890,3033,Suplente,221,5830314,ADELMO CARNEIRO LEAO,ADELMO CARNEIRO LEÃO,http://www.camara.gov.br/internet/deputado/bandep/178890.jpg,masculino,MG,PT,231,4,3215-5231,dep.adelmocarneiroleao@camara.gov.br,,
178947,3766,Titular,329,5830563,SOSTENES SILVA CAVALCANTE,SÓSTENES CAVALCANTE,http://www.camara.gov.br/internet/deputado/bandep/178947.jpg,masculino,RJ,DEM,560,4,3215-5560,dep.sostenescavalcante@camara.gov.br,,
74177,3430,Titular,50,5830657,MARINHA CÉLIA ROCHA RAUPP DE MATOS,MARINHA RAUPP,http://www.camara.gov.br/internet/deputado/bandep/74177.jpg,feminino,RO,PMDB,614,4,3215-5614,dep.marinharaupp@camara.gov.br,,
178857,3694,Titular,204,5830414,JORGE JOSE SANTOS PEREIRA SOLLA,JORGE SOLLA,http://www.camara.gov.br/internet/deputado/bandep/178857.jpg,masculino,BA,PT,571,3,3215-5571,dep.jorgesolla@camara.gov.br,,
141445,2400,Titular,503,5830709,GILBERTO JOSÉ SPIER VARGAS,PEPE VARGAS,http://www.camara.gov.br/internet/deputado/bandep/141445.jpg,masculino,RS,PT,858,4,3215-5858,dep.pepevargas@camara.gov.br,,
160630,2825,Titular,409,5830560,SÁGUAS MORAES SOUSA,SÁGUAS MORAES,http://www.camara.gov.br/internet/deputado/bandep/160630.jpg,masculino,MT,PT,371,3,3215-5371,dep.saguasmoraes@camara.gov.br,,
160552,2861,Titular,495,5830726,DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS HINTERHOLZ,http://www.camara.gov.br/internet/deputado/bandep/160552.jpg,masculino,RS,PSD,566,3,3215-5566,dep.danrleidedeushinterholz@camara.gov.br,,
178917,3686,Titular,149,5830583,JOAO FERNANDO PONTUAL COUTINHO,JOÃO FERNANDO COUTINHO,http://www.camara.gov.br/internet/deputado/bandep/178917.jpg,masculino,PE,PSB,567,3,3215-2567,dep.joaofernandocoutinho@camara.gov.br,,
132504,3092,Titular,449,5830348,ENIO JOSÉ VERRI,ENIO VERRI,http://www.camara.gov.br/internet/deputado/bandep/132504.jpg,masculino,PR,PT,472,3,3215-5472,dep.enioverri@camara.gov.br,,
160640,2759,Titular,242,5830677,EROS FERREIRA BIONDINI,EROS BIONDINI,http://www.camara.gov.br/internet/deputado/bandep/160640.jpg,masculino,MG,PROS,321,4,3215-5321,dep.erosbiondini@camara.gov.br,,
178964,3298,Titular,504,5830703,HEITOR JOSE SCHUCH,HEITOR SCHUCH,http://www.camara.gov.br/internet/deputado/bandep/178964.jpg,masculino,RS,PSB,277,3,3215-5277,dep.heitorschuch@camara.gov.br,,
141372,2018,Titular,224,5830322,AELTON JOSÉ DE FREITAS,AELTON FREITAS,http://www.camara.gov.br/internet/deputado/bandep/141372.jpg,masculino,MG,PR,204,4,3215-5204,dep.aeltonfreitas@camara.gov.br,,
160636,2716,Titular,139,5830752,JOSÉ WILSON SANTIAGO FILHO,WILSON FILHO,http://www.camara.gov.br/internet/deputado/bandep/160636.jpg,masculino,PB,PTB,534,4,3215-5534,dep.wilsonfilho@camara.gov.br,,
152605,2616,Titular,304,5830397,GLAUBER DE MEDEIROS BRAGA,GLAUBER BRAGA,http://www.camara.gov.br/internet/deputado/bandep/152605.jpg,masculino,RJ,PSOL,362,4,3215-5362,dep.glauberbraga@camara.gov.br,,
74040,1268,Titular,131,5830769,BENJAMIN GOMES MARANHÃO NETO,BENJAMIN MARANHÃO,http://www.camara.gov.br/internet/deputado/bandep/74040.jpg,masculino,PB,SD,458,4,3215-5458,dep.benjaminmaranhao@camara.gov.br,,
92776,2924,Titular,267,5830746,STEFANO AGUIAR DOS SANTOS,STEFANO AGUIAR,http://www.camara.gov.br/internet/deputado/bandep/92776.jpg,masculino,MG,PSD,341,4,3215-5341,dep.stefanoaguiar@camara.gov.br,,
178943,3724,Titular,321,5830328,MARCOS BEZERRA RIBEIRO SOARES,MARCOS SOARES,http://www.camara.gov.br/internet/deputado/bandep/178943.jpg,masculino,RJ,DEM,741,4,3215-5741,dep.marcossoares@camara.gov.br,,
160651,2856,Titular,483,5830697,ROGÉRIO MENDONÇA,ROGÉRIO PENINHA MENDONÇA,http://www.camara.gov.br/internet/deputado/bandep/160651.jpg,masculino,SC,PMDB,656,4,3215-5656,dep.rogeriopeninhamendonca@camara.gov.br,,
178901,3769,Titular,437,5830732,TEREZA CRISTINA CORREA DA COSTA DIAS,TEREZA CRISTINA,http://www.camara.gov.br/internet/deputado/bandep/178901.jpg,feminino,MS,PSB,448,4,3215-5448,dep.terezacristina@camara.gov.br,,
178883,3090,Titular,73,5830448,ELIZIANE PEREIRA GAMA FERREIRA,ELIZIANE GAMA,http://www.camara.gov.br/internet/deputado/bandep/178883.jpg,feminino,MA,PPS,205,4,3215-5205,dep.elizianegama@camara.gov.br,,
178923,3782,Titular,163,5830626,JOSE CAVALCANTI ALVES JUNIOR,ZECA CAVALCANTI,http://www.camara.gov.br/internet/deputado/bandep/178923.jpg,masculino,PE,PTB,318,4,3215-5318,dep.zecacavalcanti@camara.gov.br,,
74762,3351,Titular,265,5830577,JOSÉ SARAIVA FELIPE,SARAIVA FELIPE,http://www.camara.gov.br/internet/deputado/bandep/74762.jpg,masculino,MG,PMDB,429,4,3215-5429,dep.saraivafelipe@camara.gov.br,,
178829,3064,Titular,346,5830434,JOSE AUGUSTO ROSA,CAPITÃO AUGUSTO,http://www.camara.gov.br/internet/deputado/bandep/178829.jpg,masculino,SP,PR,273,3,3215-5273,dep.capitaoaugusto@camara.gov.br,,
74554,3262,Titular,203,5830789,JOSÉ ALVES ROCHA,JOSÉ ROCHA,http://www.camara.gov.br/internet/deputado/bandep/74554.jpg,masculino,BA,PR,908,4,3215-5908,dep.joserocha@camara.gov.br,,
178860,3738,Titular,215,5830391,PAULO VELLOSO DANTAS AZI,PAULO AZI,http://www.camara.gov.br/internet/deputado/bandep/178860.jpg,masculino,BA,DEM,635,4,3215-5635,dep.pauloazi@camara.gov.br,,
178869,3778,Titular,108,5830640,VITOR PEREIRA VALIM,VITOR VALIM,http://www.camara.gov.br/internet/deputado/bandep/178869.jpg,masculino,CE,PMDB,545,4,3215-5545,dep.vitorvalim@camara.gov.br,,
73891,3173,Titular,491,5830385,DARCÍSIO PAULO PERONDI,DARCÍSIO PERONDI,http://www.camara.gov.br/internet/deputado/bandep/73891.jpg,masculino,RS,PMDB,518,4,3215-5518,dep.darcisioperondi@camara.gov.br,,
178944,3749,Titular,324,5830540,ROBERTO DA SILVA SALES,ROBERTO SALES,http://www.camara.gov.br/internet/deputado/bandep/178944.jpg,masculino,RJ,PRB,332,4,3215-5332,dep.robertosales@camara.gov.br,,
74376,1451,Titular,438,5830534,VANDER LUIZ DOS SANTOS LOUBET,VANDER LOUBET,http://www.camara.gov.br/internet/deputado/bandep/74376.jpg,masculino,MS,PT,838,4,3215-5838,dep.vanderloubet@camara.gov.br,,
160639,2693,Titular,67,5830683,MARIA AUXILIADORA SEABRA REZENDE,PROFESSORA DORINHA SEABRA REZENDE,http://www.camara.gov.br/internet/deputado/bandep/160639.jpg,feminino,TO,DEM,432,4,3215-5432,dep.professoradorinhaseabrarezende@camara.gov.br,,
160536,2853,Titular,478,5830440,MARCO ANTONIO TEBALDI,MARCO TEBALDI,http://www.camara.gov.br/internet/deputado/bandep/160536.jpg,masculino,SC,PSDB,284,3,3215-5284,dep.marcotebaldi@camara.gov.br,,
73808,2471,Titular,213,5830291,SÉRGIO LUÍS LACERDA BRITO,SÉRGIO BRITO,http://www.camara.gov.br/internet/deputado/bandep/73808.jpg,masculino,BA,PSD,638,4,3215-5638,dep.sergiobrito@camara.gov.br,,
105112,3060,Titular,14,5830572,LUIZ GIONILSON PINHEIRO BORGES,CABUÇU BORGES,http://www.camara.gov.br/internet/deputado/bandep/105112.jpg,masculino,AP,PMDB,380,3,3215-5380,dep.cabucuborges@camara.gov.br,,
178900,3069,Titular,433,5830595,CARLOS EDUARDO XAVIER MARUN,CARLOS MARUN,http://www.camara.gov.br/internet/deputado/bandep/178900.jpg,masculino,MS,PMDB,856,4,3215-5856,dep.carlosmarun@camara.gov.br,,
178844,3740,Titular,172,5830787,PEDRO TORRES BRANDÃO VILELA,PEDRO VILELA,http://www.camara.gov.br/internet/deputado/bandep/178844.jpg,masculino,AL,PSDB,705,4,3215-5705,dep.pedrovilela@camara.gov.br,,
141408,2388,Titular,70,5830455,CLEBER VERDE CORDEIRO MENDES,CLEBER VERDE,http://www.camara.gov.br/internet/deputado/bandep/141408.jpg,masculino,MA,PRB,710,4,3215-5710,dep.cleberverde@camara.gov.br,,
4930,2355,Titular,160,5830641,SÍLVIO SERAFIM COSTA,SILVIO COSTA,http://www.camara.gov.br/internet/deputado/bandep/4930.jpg,masculino,PE,PTdoB,417,4,3215-5417,dep.silviocosta@camara.gov.br,,
178885,3698,Titular,78,5830432,ANTONIO DA CRUZ FILGUEIRA JUNIOR,JUNIOR MARRECA,http://www.camara.gov.br/internet/deputado/bandep/178885.jpg,masculino,MA,PEN,537,4,3215-5537,dep.juniormarreca@camara.gov.br,,
160643,2772,Titular,278,5830309,JORGE SILVA,DR. JORGE SILVA,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg,masculino,ES,PHS,227,4,3215-5227,dep.dr.jorgesilva@camara.gov.br,,
141553,2366,Titular,394,5830332,VANDERLEI MACRIS,VANDERLEI MACRIS,http://www.camara.gov.br/internet/deputado/bandep/141553.jpg,masculino,SP,PSDB,348,4,3215-5348,dep.vanderleimacris@camara.gov.br,,
178839,3640,Titular,56,5830403,JESSICA ROJAS SALES,JÉSSICA SALES,http://www.camara.gov.br/internet/deputado/bandep/178839.jpg,feminino,AC,PMDB,952,4,3215-5952,dep.jessicasales@camara.gov.br,,
74535,1257,Titular,190,5830741,BENITO DA GAMA SANTOS,BENITO GAMA,http://www.camara.gov.br/internet/deputado/bandep/74535.jpg,masculino,BA,PTB,414,4,3215-5414,dep.benitogama@camara.gov.br,,
160518,2768,Titular,270,5830380,WELITON FERNANDES PRADO,WELITON PRADO,http://www.camara.gov.br/internet/deputado/bandep/160518.jpg,masculino,MG,PMB,862,4,3215-5862,dep.welitonprado@camara.gov.br,,
178999,3056,Titular,223,5830695,BRUNIELE FERREIRA GOMES,BRUNNY,http://www.camara.gov.br/internet/deputado/bandep/178999.jpg,feminino,MG,PR,260,4,3215-5260,dep.brunny@camara.gov.br,,
4931,2363,Titular,408,5830526,IZALCI LUCAS FERREIRA,IZALCI LUCAS,http://www.camara.gov.br/internet/deputado/bandep/4931.jpg,masculino,DF,PSDB,602,4,3215-5602,dep.izalcilucas@camara.gov.br,,
74399,1984,Titular,510,5830449,ONYX DORNELLES LORENZONI,ONYX LORENZONI,http://www.camara.gov.br/internet/deputado/bandep/74399.jpg,masculino,RS,DEM,828,4,3215-5828,dep.onyxlorenzoni@camara.gov.br,,
178929,3084,Titular,447,5830672,DIEGO ALEXSANDER GONCALO PAULA GARCIA,DIEGO GARCIA,http://www.camara.gov.br/internet/deputado/bandep/178929.jpg,masculino,PR,PHS,745,4,3215-5745,dep.diegogarcia@camara.gov.br,,
74216,3433,Titular,102,5830549,RAIMUNDO GOMES DE MATOS,RAIMUNDO GOMES DE MATOS,http://www.camara.gov.br/internet/deputado/bandep/74216.jpg,masculino,CE,PSDB,725,4,3215-5725,dep.raimundogomesdematos@camara.gov.br,,
73458,3680,Titular,445,5830426,ALEX CANZIANI SILVEIRA,ALEX CANZIANI,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg,masculino,PR,PTB,842,4,3215-5842,dep.alexcanziani@camara.gov.br,,
74041,1271,Titular,133,5830317,LUIZ ALBUQUERQUE COUTO,LUIZ COUTO,http://www.camara.gov.br/internet/deputado/bandep/74041.jpg,masculino,PB,PT,442,4,3215-5442,dep.luizcouto@camara.gov.br,,
178864,3031,Titular,92,5830601,JOSE ADAIL CARNEIRO SILVA,ADAIL CARNEIRO,http://www.camara.gov.br/internet/deputado/bandep/178864.jpg,masculino,CE,PP,335,4,3215-5335,dep.adailcarneiro@camara.gov.br,,
73579,3630,Titular,410,5830472,JOÃO ALBERTO FRAGA SILVA,ALBERTO FRAGA,http://www.camara.gov.br/internet/deputado/bandep/73579.jpg,masculino,DF,DEM,511,4,3215-5511,dep.albertofraga@camara.gov.br,,
178842,3684,Titular,167,5830555,JOAO HENRIQUE HOLANDA  CALDAS,JHC,http://www.camara.gov.br/internet/deputado/bandep/178842.jpg,masculino,AL,PSB,958,4,3215-5958,dep.jhc@camara.gov.br,,
73931,1142,Titular,25,5830518,JOSÉ GERALDO TORRES DA SILVA,ZÉ GERALDO,http://www.camara.gov.br/internet/deputado/bandep/73931.jpg,masculino,PA,PT,266,3,3215-5266,dep.zegeraldo@camara.gov.br,,
167493,2942,Titular,83,5830409,WEVERTON ROCHA MARQUES DE SOUSA,WEVERTON ROCHA,http://www.camara.gov.br/internet/deputado/bandep/167493.jpg,masculino,MA,PDT,405,4,3215-5405,dep.wevertonrocha@camara.gov.br,,
178877,3103,Titular,426,5830415,FABIO FERNANDES DE SOUSA,FÁBIO SOUSA,http://www.camara.gov.br/internet/deputado/bandep/178877.jpg,masculino,GO,PSDB,271,3,3215-5271,dep.fabiosousa@camara.gov.br,,
178893,3083,Titular,229,5830363,EDSON MOREIRA DA SILVA,DELEGADO EDSON MOREIRA,http://www.camara.gov.br/internet/deputado/bandep/178893.jpg,masculino,MG,PR,933,4,3215-5933,dep.delegadoedsonmoreira@camara.gov.br,,
160573,2843,Titular,455,5830612,JOÃO JOSÉ DE ARRUDA JÚNIOR,JOÃO ARRUDA,http://www.camara.gov.br/internet/deputado/bandep/160573.jpg,masculino,PR,PMDB,633,4,3215-5633,dep.joaoarruda@camara.gov.br,,
141535,2447,Titular,124,5830463,ROGÉRIO SIMONETTI MARINHO,ROGÉRIO MARINHO,http://www.camara.gov.br/internet/deputado/bandep/141535.jpg,masculino,RN,PSDB,446,4,3215-5446,dep.rogeriomarinho@camara.gov.br,,
178918,3700,Titular,151,5830758,KAIO CESAR DE MOURA MANICOBA NOVAES FERRAZ,KAIO MANIÇOBA,http://www.camara.gov.br/internet/deputado/bandep/178918.jpg,masculino,PE,PMDB,525,4,3215-5525,dep.kaiomanicoba@camara.gov.br,,
131943,2573,Titular,147,5830323,Jarbas de Andrade Vasconcelos,JARBAS VASCONCELOS,http://www.camara.gov.br/internet/deputado/bandep/131943.jpg,masculino,PE,PMDB,304,4,3215-5304,dep.jarbasvasconcelos@camara.gov.br,,
160538,2862,Titular,499,5830655,ELVINO JOSÉ BOHN GASS,BOHN GASS,http://www.camara.gov.br/internet/deputado/bandep/160538.jpg,masculino,RS,PT,469,3,3215-5469,dep.bohngass@camara.gov.br,,
74395,1117,Titular,501,5830798,JOSÉ OTÁVIO GERMANO,JOSÉ OTÁVIO GERMANO,http://www.camara.gov.br/internet/deputado/bandep/74395.jpg,masculino,RS,PP,424,4,3215-5424,dep.joseotaviogermano@camara.gov.br,,
74398,1983,Titular,508,5830300,MARIA DO ROSÁRIO NUNES,MARIA DO ROSÁRIO,http://www.camara.gov.br/internet/deputado/bandep/74398.jpg,feminino,RS,PT,312,4,3215-5312,dep.mariadorosario@camara.gov.br,,
141482,2481,Titular,255,5830466,LEONARDO LEMOS BARROS QUINTÃO,LEONARDO QUINTÃO,http://www.camara.gov.br/internet/deputado/bandep/141482.jpg,masculino,MG,PMDB,914,4,3215-5914,dep.leonardoquintao@camara.gov.br,,
73560,3360,Titular,391,5830704,SILVIO FRANÇA TORRES,SILVIO TORRES,http://www.camara.gov.br/internet/deputado/bandep/73560.jpg,masculino,SP,PSDB,404,4,3215-5404,dep.silviotorres@camara.gov.br,,
178896,3734,Titular,247,5830372,NEWTON CARDOSO JUNIOR,NEWTON CARDOSO JR,http://www.camara.gov.br/internet/deputado/bandep/178896.jpg,masculino,MG,PMDB,932,4,3215-5932,dep.newtoncardosojr@camara.gov.br,,
160666,2742,Titular,195,5830443,FELIX DE ALMEIDA MENDONÇA JÚNIOR,FÉLIX MENDONÇA JÚNIOR,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg,masculino,BA,PDT,912,4,3215-5912,dep.felixmendoncajunior@camara.gov.br,,
178848,3076,Titular,41,5830629,MARIA DA CONCEICAO SAMPAIO MOURA,CONCEIÇÃO SAMPAIO,http://www.camara.gov.br/internet/deputado/bandep/178848.jpg,feminino,AM,PP,515,4,3215-5515,dep.conceicaosampaio@camara.gov.br,,
178879,3704,Titular,430,5830727,LUCAS DE CASTRO SANTOS,LUCAS VERGILIO,http://www.camara.gov.br/internet/deputado/bandep/178879.jpg,masculino,GO,SD,816,4,3215-5816,dep.lucasvergilio@camara.gov.br,,
178833,3039,Titular,284,5830747,ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE SERFIOTIS,http://www.camara.gov.br/internet/deputado/bandep/178833.jpg,masculino,RJ,PMDB,554,4,3215-5554,dep.alexandreserfiotis@camara.gov.br,,
141428,2409,Titular,119,5830349,FÁBIO SALUSTINO MESQUITA DE FARIA,FÁBIO FARIA,http://www.camara.gov.br/internet/deputado/bandep/141428.jpg,masculino,RN,PSD,706,4,3215-5706,dep.fabiofaria@camara.gov.br,,
178838,3072,Titular,55,5830698,CARLOS CESAR CORREIA DE MESSIAS,CÉSAR MESSIAS,http://www.camara.gov.br/internet/deputado/bandep/178838.jpg,masculino,AC,PSB,956,4,3215-5956,dep.cesarmessias@camara.gov.br,,
74847,1773,Titular,302,5830721,JAIR MESSIAS BOLSONARO,JAIR BOLSONARO,http://www.camara.gov.br/internet/deputado/bandep/74847.jpg,masculino,RJ,PSC,482,3,3215-5482,dep.jairbolsonaro@camara.gov.br,,
74558,3542,Titular,166,5830400,GIVALDO DE SÁ GOUVEIA,GIVALDO CARIMBÃO,http://www.camara.gov.br/internet/deputado/bandep/74558.jpg,masculino,AL,PHS,732,4,3215-5732,dep.givaldocarimbao@camara.gov.br,,
160667,2801,Titular,348,5830578,GUILHERME MUSSI FERREIRA,GUILHERME MUSSI,http://www.camara.gov.br/internet/deputado/bandep/160667.jpg,masculino,SP,PP,712,4,3215-5712,dep.guilhermemussi@camara.gov.br,,
160511,2776,Titular,287,5830329,ALESSANDRO LUCCIOLA MOLON,ALESSANDRO MOLON,http://www.camara.gov.br/internet/deputado/bandep/160511.jpg,masculino,RJ,REDE,652,4,3215-5652,dep.alessandromolon@camara.gov.br,,
178955,3708,Titular,48,5830435,LUIZ CLAUDIO PEREIRA ALVES,LUIZ CLÁUDIO,http://www.camara.gov.br/internet/deputado/bandep/178955.jpg,masculino,RO,PR,643,4,3215-5643,dep.luizclaudio@camara.gov.br,,
178977,3089,Titular,353,5830529,EDUARDO PEDROSA CURY,EDUARDO CURY,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg,masculino,SP,PSDB,368,3,3215-5368,dep.eduardocury@camara.gov.br,,
73441,3160,Titular,347,5830790,CELSO UBIRAJARA RUSSOMANNO,CELSO RUSSOMANNO,http://www.camara.gov.br/internet/deputado/bandep/73441.jpg,masculino,SP,PRB,960,4,3215-5960,dep.celsorussomanno@camara.gov.br,,
160598,2833,Titular,422,5830778,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,FLÁVIA MORAIS,http://www.camara.gov.br/internet/deputado/bandep/160598.jpg,feminino,GO,PDT,738,4,3215-5738,dep.flaviamorais@camara.gov.br,,
